Protein,A1,A2,A3,A4,A5,A6,A7,A8,B9,B10,B11,B12,B13,B14,B15,B16
Tmx3,167483.90625,271511.59375,197382.40625,210231.0,502270.375,133951.8125,458605.84375,268320.03125,266536.875,344814.53125,250528.578125,326045.84375,475446.25,356894.21875,310574.15625,311245.5
Tmx4,136128.046875,48739.79296875,114462.84375,216371.78125,332164.3125,52873.59765625,150914.109375,96414.6328125,139047.59375,134871.109375,129340.1171875,158721.953125,183972.46875,147411.765625,160623.078125,149762.78125
Tnfaip1;Kctd10,27108.59765625,33852.44921875,8170.5107421875,0.0,28542.51171875,34895.13671875,10489.939453125,37908.4765625,13761.2080078125,22328.361328125,22656.896484375,31766.6640625,25003.44140625,31264.8671875,41874.12109375,19890.333984375
Tnfaip8,61288.5546875,57162.7265625,55781.82421875,0.0,14521.0439453125,41569.1328125,48999.33984375,60407.3203125,79071.328125,111161.390625,58526.234375,61626.94140625,105884.96875,111161.3671875,84881.890625,104124.09375
Tnip2,0.0,0.0,0.0,0.0,13131.845703125,0.0,0.0,0.0,508.582275390625,0.0,4829.515625,0.0,0.0,0.0,0.0,0.0
Tnk1,91871.4296875,121947.734375,89601.2890625,150962.203125,93809.0546875,60268.546875,61520.23828125,60060.1328125,83740.28125,68042.640625,83826.328125,66789.0390625,66965.4296875,38798.42578125,56488.3359375,46024.30859375
Tnks1bp1,260727.875,268720.59375,233013.421875,424173.6875,338042.96875,232644.875,223080.296875,196394.265625,198688.9375,196593.390625,196476.71875,197085.234375,162556.03125,142823.90625,162899.40625,165857.984375
Tnnt3,0.0,10324.7001953125,0.0,0.0,0.0,4576.3681640625,0.0,0.0,0.0,3730.13623046875,1962.37097167968,16042.140625,0.0,0.0,3791.25073242187,0.0
Tnpo1,574043.5625,437553.5625,557398.875,866214.875,659295.75,482674.0,437312.125,545515.375,540455.5625,611749.9375,648434.75,525042.75,560909.5,596480.8125,658763.9375,582817.8125
Tnpo2,325633.3125,278959.3125,312127.09375,354400.40625,369533.125,309685.0,258830.421875,300303.375,330184.28125,331226.96875,336677.5,293846.15625,317183.5625,276798.1875,297112.5,320455.8125
Tnpo3,569179.875,429859.25,450162.84375,228700.640625,264585.03125,365117.125,383068.28125,403117.25,455407.75,500315.75,442834.15625,422344.28125,451104.96875,447670.28125,464221.4375,446799.75
Tnrc6b,16123.9267578125,6729.3544921875,6850.30078125,23657.015625,12942.9033203125,6873.0556640625,9307.30078125,8656.50390625,7992.71435546875,4760.2685546875,5284.57958984375,5532.28955078125,12487.6748046875,5217.1083984375,13349.5029296875,2073.345703125
Tns1,344307.1875,399023.84375,418468.625,581473.5,216358.484375,424355.125,263865.71875,348454.84375,297048.25,235451.40625,315433.5,284783.90625,191983.8125,268624.25,225934.46875,241809.203125
Tns2,58609.19921875,87296.140625,76173.7265625,60045.21875,108454.125,89839.2578125,76828.9140625,61505.0,50882.796875,57378.8125,50547.94921875,39940.1875,41060.6796875,33527.84375,38064.72265625,38518.80859375
Tns3,262811.78125,280925.34375,253594.421875,311384.6875,349896.5625,245172.09375,288454.1875,253482.765625,218597.453125,242085.640625,230388.046875,227320.84375,269161.71875,252065.140625,262040.96875,263159.625
